IMO,MainEngineKW,Deadweight,GrossRatedTonnage,Yearbuilt,Annual average Fuel consumption per distance [kg / n mile]
9326720,18623.0,158843,81380,2007,185.5
9326811,18660.0,158738,81084,2007,184.19
9326811,18660.0,158738,81084,2007,171.41
9326811,18660.0,158738,81084,2007,162.34
9326861,13560.0,74898,42835,2006,129.89
9326861,13560.0,74898,42835,2006,282.59
9326861,13560.0,74898,42835,2006,134.71
9326873,13560.0,74999,42835,2007,113.5
9326873,13560.0,74999,42835,2007,136.71
9326873,13560.0,74999,42835,2007,107.89
9326885,13560.0,74997,42835,2008,119.84
9326885,13560.0,74997,42835,2008,116.34
9326885,13560.0,74997,42835,2008,122.44
9326897,13560.0,74992,42996,2008,107.28
9326897,13560.0,74992,42996,2008,128.81
9326914,9480.0,45966,26751,2007,109.43
9327023,11300.0,73711,42048,2006,112.07
9327023,11300.0,73711,42048,2006,123.65
9327023,11300.0,73711,42048,2006,150.41
9327035,11275.0,73711,42048,2007,117.69
9327035,11275.0,73711,42048,2007,138.93
9327035,11275.0,73711,42048,2007,135.79
9327114,25090.0,300246,157808,2007,243.29
9327114,25090.0,300246,157808,2007,218.97
9327360,9500.0,37067,23356,2006,90.56
9327360,9500.0,37067,23356,2006,90.12
9327384,11060.0,37039,23356,2006,96.21
9327384,11060.0,37039,23356,2006,97.69
9328132,11340.0,53160,29283,2006,89.57
9328168,11282.0,69790,42880,2007,116.13
9328170,15806.0,113849,63440,2007,229.09
9329148,4440.0,11298,7687,2006,145.5
9329148,4440.0,11298,7687,2006,89.1
9329148,4440.0,11298,7687,2006,87.65
9329758,11275.0,74065,42010,2006,127.14
9329758,11275.0,74065,42010,2006,135.93
9329760,11275.0,74035,42010,2006,130.16
9329760,11275.0,74035,42010,2006,179.61
9329760,11275.0,74035,42010,2006,107.02
9329784,11282.0,69836,42880,2007,113.26
9330343,11275.0,73869,41966,2006,140.43
9330343,11275.0,73869,41966,2006,126.01
9330355,11275.0,73869,41966,2006,122.92
9330355,11275.0,73869,41966,2006,129.55
9330355,11275.0,73869,41966,2006,130.96
9330472,12350.0,105374,55909,2007,161.31
9330472,12350.0,105374,55909,2007,158.56
9330563,29412.0,309000,159027,2007,233.94
9330874,18623.0,158826,81324,2007,166.83
9330874,18623.0,158826,81324,2007,198.7
9330874,18623.0,158826,81324,2007,172.05
9331141,15820.0,114858,61348,2006,161.35
9331141,15820.0,114858,61348,2006,161.73
9331153,15820.0,114795,61348,2007,156.4
9331153,15820.0,114795,61348,2007,141.21
9331153,15820.0,114795,61348,2007,190.45
9332157,18880.0,163417,84914,2008,178.97
9332157,18880.0,163417,84914,2008,185.96
9332157,18880.0,163417,84914,2008,271.11
9332315,8377.0,47128,29266,2008,98.67
9332315,8377.0,47128,29266,2008,87.66
9332315,8377.0,47128,29266,2008,107.33
9332535,30266.0,317788,160782,2007,274.71
9332614,13560.0,74996,42893,2008,119.21
9332614,13560.0,74996,42893,2008,125.89
9332626,13560.0,74997,42893,2008,110.43
9332626,13560.0,74997,42893,2008,115.61
9332626,13560.0,74997,42893,2008,107.08
9332638,13560.0,74925,42827,2009,137.46
9332640,13560.0,74910,42914,2010,116.45
9332640,13560.0,74910,42914,2010,472.64
9332640,13560.0,74910,42914,2010,120.36
9332781,11700.0,115536,59158,2006,164.7
9332781,11700.0,115536,59158,2006,153.35
9332810,11700.0,115577,59164,2007,180.0
9332834,14120.0,115577,59164,2007,170.21
9332834,14120.0,115577,59164,2007,170.35
9333125,3912.0,8636,5776,2006,71.93
9333125,3912.0,8636,5776,2006,47.69
9333187,9480.0,45980,28063,2007,89.15
9333400,9480.0,47125,29902,2006,176.46
9333400,9480.0,47125,29902,2006,165.2
9333400,9480.0,47125,29902,2006,128.73
9333412,9480.0,47187,29844,2007,133.5
9333424,9480.0,47218,29844,2007,156.64
9333424,9480.0,47218,29844,2007,164.74
9333424,9480.0,47218,29844,2007,185.43
9333436,9480.0,47095,29844,2007,100.54
9333436,9480.0,47095,29844,2007,176.67
9333436,9480.0,47095,29844,2007,153.24
9333474,8700.0,21600,13671,2006,121.06
9333474,8700.0,21600,13671,2006,108.48
9333656,12240.0,70374,38832,2006,158.37
9333785,8605.0,115577,59164,2007,153.18
9333785,8605.0,115577,59164,2007,145.72
9333785,8605.0,115577,59164,2007,153.46
9334325,6000.0,20890,14701,2007,229.35
9334325,6000.0,20890,14701,2007,113.23
9334325,6000.0,20890,14701,2007,114.97
9334557,13560.0,73919,40865,2007,106.19
9334557,13560.0,73919,40865,2007,150.02
9334569,13560.0,73956,40865,2008,113.77
9334569,13560.0,73956,40865,2008,159.19
9334571,13560.0,73965,40865,2008,130.59
9334571,13560.0,73965,40865,2008,126.58
9334571,13560.0,73965,40865,2008,134.84
9334727,13560.0,108414,59315,2008,152.33
9334727,13560.0,108414,59315,2008,149.91
9334727,13560.0,108414,59315,2008,149.25
9336098,30266.0,317821,160782,2007,260.38
9336397,13560.0,105786,57657,2007,157.12
9336402,13560.0,105850,57657,2007,165.19
9336490,12268.0,74997,41021,2006,115.92
9336505,12268.0,74996,41021,2006,105.08
9336505,12268.0,74996,41021,2006,133.83
9336505,12268.0,74996,41021,2006,108.04
9336971,18480.0,149847,79235,2007,294.19
9336971,18480.0,149847,79235,2007,170.61
9336971,18480.0,149847,79235,2007,216.04
9337004,16440.0,150393,79048,2008,185.63
9337004,16440.0,150393,79048,2008,148.23
9337004,16440.0,150393,79048,2008,162.61
9337016,16440.0,149993,79048,2008,169.86
9337016,16440.0,149993,79048,2008,163.33
9337016,16440.0,149993,79048,2008,149.98
9337133,25088.0,300325,157245,2007,243.01
9337157,25088.0,297538,156902,2008,228.52
9337389,12000.0,105641,56172,2007,135.48
9337391,12000.0,105614,56172,2007,194.61
9337418,12000.0,105572,56172,2007,162.37
9337418,12000.0,105572,56172,2007,255.96
9337779,4440.0,11298,7687,2006,103.93
9337779,4440.0,11298,7687,2006,80.6
9337779,4440.0,11298,7687,2006,78.25
9338814,8580.0,47344,26900,2007,90.2
9338814,8580.0,47344,26900,2007,97.81
9338814,8580.0,47344,26900,2007,114.26
9339301,13560.0,115857,61449,2007,154.33
9339301,13560.0,115857,61449,2007,159.33
9339301,13560.0,115857,61449,2007,155.45
9339325,13560.0,115831,61449,2007,145.89
9339337,13560.0,115849,61449,2008,153.53
9339337,13560.0,115849,61449,2008,162.83
9339337,13560.0,115849,61449,2008,180.24
9339624,7150.0,34671,22184,2006,106.02
9339624,7150.0,34671,22184,2006,103.47
9339624,7150.0,34671,22184,2006,155.73
9339636,7150.0,34671,22184,2007,88.63
9339636,7150.0,34671,22184,2007,87.67
9339636,7150.0,34671,22184,2007,94.49
9339973,27160.0,311141,160109,2007,196.31
9339985,14280.0,110828,59745,2008,195.63
9339985,14280.0,110828,59745,2008,131.93
9340104,7877.0,38396,24112,2006,110.41
9340128,7877.0,38396,24112,2007,99.02
9340128,7877.0,38396,24112,2007,120.39
9340582,7150.0,29017,19758,2006,94.88
9340582,7150.0,29017,19758,2006,83.58
9340582,7150.0,29017,19758,2006,87.65
9340594,7150.0,29015,19758,2006,84.85
9340594,7150.0,29015,19758,2006,86.68
9340594,7150.0,29015,19758,2006,82.64
9340623,6300.0,16654,12105,2008,70.83
9340623,6300.0,16654,12105,2008,64.34
9340623,6300.0,16654,12105,2008,71.66
9340910,4457.0,11283,7687,2007,124.42
9340910,4457.0,11283,7687,2007,87.62
9340910,4457.0,11283,7687,2007,62.81
9341067,13736.0,110119,57248,2006,163.5
9341067,13736.0,110119,57248,2006,171.89
9341067,13736.0,110119,57248,2006,148.54
9341079,15400.0,110066,57248,2006,169.61
9341079,15400.0,110066,57248,2006,164.18
9341079,15400.0,110066,57248,2006,151.98
9341184,6300.0,16670,11943,2006,65.81
9341184,6300.0,16670,11943,2006,64.18
9341184,6300.0,16670,11943,2006,62.87
9341433,7150.0,29015,19758,2007,87.97
9341433,7150.0,29015,19758,2007,84.66
9341433,7150.0,29015,19758,2007,80.29
9341445,7150.0,29013,19758,2007,89.02
9341445,7150.0,29013,19758,2007,86.51
9341445,7150.0,29013,19758,2007,87.14
9341940,12268.0,76578,43797,2008,113.21
9341940,12268.0,76578,43797,2008,112.79
9342217,12268.0,76580,43797,2008,131.05
9342217,12268.0,76580,43797,2008,115.02
9342217,12268.0,76580,43797,2008,105.49
9343340,11700.0,115577,59164,2008,140.93
9343340,11700.0,115577,59164,2008,148.37
9343340,11700.0,115577,59164,2008,147.92
9343986,10591.0,53714,31433,2007,90.77
9343986,10591.0,53714,31433,2007,96.3
9344007,9480.0,45983,28069,2007,92.58
9344007,9480.0,45983,28069,2007,81.97
9344007,9480.0,45983,28069,2007,82.99
9344019,9480.0,45976,28069,2007,107.14
9345623,11770.0,105852,56362,2008,164.94
9346445,13560.0,63495,38924,2008,160.04
9346445,13560.0,63495,38924,2008,155.38
9346445,13560.0,63495,38924,2008,180.83
9346457,13560.0,63599,38955,2008,140.57
9346457,13560.0,63599,38955,2008,105.88
9346720,13560.0,115878,61473,2007,136.86
9346720,13560.0,115878,61473,2007,154.21
9346720,13560.0,115878,61473,2007,160.84
9346732,13560.0,115940,61342,2007,196.86
9346732,13560.0,115940,61342,2007,448.35
9346732,13560.0,115940,61342,2007,166.95
9346744,13560.0,115915,61342,2007,214.64
9346859,14280.0,110295,59611,2007,106.62
9346859,14280.0,110295,59611,2007,162.04
9346859,14280.0,110295,59611,2007,154.81
9346885,14280.0,110295,59611,2009,160.76
9346885,14280.0,110295,59611,2009,149.61
9346885,14280.0,110295,59611,2009,144.97
9346952,25088.0,302550,159867,2010,260.33
9346952,25088.0,302550,159867,2010,222.67
9348302,7200.0,16791,12162,2008,83.08
9348302,7200.0,16791,12162,2008,75.82
9348302,7200.0,16791,12162,2008,90.21
9348479,15820.0,115838,61473,2006,161.48
9348479,15820.0,115838,61473,2006,166.63
9348479,15820.0,115838,61473,2006,175.72
9349631,9481.0,45975,28063,2007,106.09
9349631,9481.0,45975,28063,2007,102.97
9349631,9481.0,45975,28063,2007,88.6
9351414,11300.0,73727,42010,2006,149.37
9351414,11300.0,73727,42010,2006,152.26
9351426,11300.0,73727,42010,2006,138.23
9351426,11300.0,73727,42010,2006,123.59
9351438,11300.0,73669,42010,2007,142.59
9351438,11300.0,73669,42010,2007,132.06
9351452,11300.0,73821,42010,2007,150.52
9351452,11300.0,73821,42010,2007,137.34
9351464,11300.0,73784,42010,2007,149.09
9351464,11300.0,73784,42010,2007,106.35
9351529,9480.0,40441,25896,2006,208.47
9351529,9480.0,40441,25896,2006,119.26
9351529,9480.0,40441,25896,2006,118.12
9351567,6300.0,16657,11943,2005,56.53
9351567,6300.0,16657,11943,2005,68.27
9351567,6300.0,16657,11943,2005,62.83
9352298,8340.0,32200,21329,2005,99.96
9352298,8340.0,32200,21329,2005,107.09
9352298,8340.0,32200,21329,2005,121.91
9352303,11200.0,40600,26548,2006,95.77
9352303,11200.0,40600,26548,2006,97.61
9352303,11200.0,40600,26548,2006,109.83
9352315,11200.0,40558,26548,2006,97.88
9352315,11200.0,40558,26548,2006,115.02
9352315,11200.0,40558,26548,2006,105.96
9352559,29400.0,306506,157844,2007,260.71
9352561,29400.0,321300,162198,2008,218.88
9353589,8700.0,46653,29242,2010,110.45
9353589,8700.0,46653,29242,2010,115.9
9353797,29400.0,321300,162706,2009,290.47
9353797,29400.0,321300,162706,2009,291.64
9354313,19600.0,104542,60178,2008,156.73
9354313,19600.0,104542,60178,2008,172.69
9354313,19600.0,104542,60178,2008,152.7
9354519,9267.0,45998,28063,2007,85.75
9356244,9480.0,40450,25804,2006,114.77
9356244,9480.0,40450,25804,2006,104.84
9356244,9480.0,40450,25804,2006,100.16
9356610,6500.0,17069,12162,2008,90.5
9356610,6500.0,17069,12162,2008,70.72
9356610,6500.0,17069,12162,2008,70.87
9356622,6300.0,17006,12162,2009,72.12
9356622,6300.0,17006,12162,2009,69.54
9356622,6300.0,17006,12162,2009,72.43
9357559,9480.0,40440,25804,2007,104.25
9357559,9480.0,40440,25804,2007,107.44
9357559,9480.0,40440,25804,2007,103.43
9357561,9480.0,40394,25938,2007,97.88
9357561,9480.0,40394,25938,2007,110.4
9357561,9480.0,40394,25938,2007,94.11
9358280,29400.0,307284,159911,2008,271.61
9358280,29400.0,307284,159911,2008,241.1
9358280,29400.0,307284,159911,2008,240.76
9358412,15260.0,109672,61724,2008,192.74
9358412,15260.0,109672,61724,2008,112.89
9358412,15260.0,109672,61724,2008,130.12
9358541,12350.0,105365,55909,2007,154.38
9358541,12350.0,105365,55909,2007,156.73
9358917,11275.0,73730,42048,2008,166.57
9358917,11275.0,73730,42048,2008,142.86
9358929,11275.0,73740,42048,2008,115.89
9358931,6300.0,16670,11935,2007,54.92
9358931,6300.0,16670,11935,2007,71.63
9358931,6300.0,16670,11935,2007,66.02
9358955,6480.0,51277,29993,2007,129.36
9358955,6480.0,51277,29993,2007,125.29
9359571,8100.0,21665,13671,2007,118.28
9359571,8100.0,21665,13671,2007,114.75
9359571,8100.0,21665,13671,2007,116.55
9359583,8100.0,21600,13671,2008,160.66
9359583,8100.0,21600,13671,2008,101.2
9359583,8100.0,21600,13671,2008,108.53
9360128,19600.0,106808,60344,2009,167.21
9360221,2648.0,9466,5184,2006,369.89
9360453,13128.0,107123,58168,2007,133.22
9360453,13128.0,107123,58168,2007,132.81
9360465,13128.0,107123,58168,2008,140.58
9360958,6230.0,19980,11733,2007,62.7
9360958,6230.0,19980,11733,2007,66.49
9361512,12350.0,105381,55898,2008,129.27
9361512,12350.0,105381,55898,2008,151.98
9362372,9520.0,50605,30042,2007,117.33
9362372,9520.0,50605,30042,2007,117.01
9363780,8580.0,45750,28113,2006,91.61
9363780,8580.0,45750,28113,2006,108.52
9363780,8580.0,45750,28113,2006,106.85
9364215,12350.0,105370,55894,2008,150.32
9364215,12350.0,105370,55894,2008,185.75
9365001,12268.0,76543,43797,2007,141.31
9365001,12268.0,76543,43797,2007,113.64
9365001,12268.0,76543,43797,2007,126.7
9365752,29340.0,319994,163330,2008,266.01
9365752,29340.0,319994,163330,2008,251.97
9365764,29340.0,319993,163330,2008,310.16
9365764,29340.0,319993,163330,2008,237.89
9365776,29340.0,319901,163257,2009,284.6
9365776,29340.0,319901,163257,2009,240.41
9367695,8580.0,47451,26897,2008,77.27
9367712,8580.0,47463,26900,2008,87.27
9367712,8580.0,47463,26900,2008,88.19
9367712,8580.0,47463,26900,2008,83.0
9367724,8580.0,47186,26911,2008,89.5
9367736,8580.0,47165,26911,2008,104.13
9367736,8580.0,47165,26911,2008,82.92
9367748,8580.0,47399,26900,2008,100.86
9367750,8580.0,47401,26900,2009,88.7
9367750,8580.0,47401,26900,2009,82.25
9367750,8580.0,47401,26900,2009,90.91
9368235,13560.0,108936,62863,2008,288.51
9370836,12240.0,107510,60195,2008,170.3
9370836,12240.0,107510,60195,2008,148.73
9370836,12240.0,107510,60195,2008,160.69
9370848,12240.0,107593,60205,2009,129.19
9370850,12240.0,107687,60205,2009,155.79
9371610,6300.0,16578,11935,2008,56.27
9371610,6300.0,16578,11935,2008,63.09
9371610,6300.0,16578,11935,2008,67.0
9371878,4320.0,11317,7636,2006,58.18
9371878,4320.0,11317,7636,2006,55.28
9371878,4320.0,11317,7636,2006,57.39
9373656,13560.0,116050,61248,2008,144.99
9373656,13560.0,116050,61248,2008,153.68
9373656,13560.0,116050,61248,2008,140.7
9373668,13560.0,115949,61248,2008,159.48
9373668,13560.0,115949,61248,2008,164.3
9373668,13560.0,115949,61248,2008,139.04
9374301,9480.0,51498,29767,2009,121.53
9374428,7877.0,38396,24112,2008,91.11
9374428,7877.0,38396,24112,2008,114.29
9374507,9480.0,51278,29993,2008,113.24
9374507,9480.0,51278,29993,2008,92.33
9374844,11275.0,73611,42010,2007,157.31
9374844,11275.0,73611,42010,2007,199.12
9374856,11275.0,73604,42010,2007,138.61
9374868,13560.0,108943,62863,2007,162.25
9375238,22580.0,299991,156923,2010,258.49
9375238,22580.0,299991,156923,2010,215.56
9375575,11340.0,53116,29283,2008,113.18
9375616,11340.0,49999,29300,2008,91.57
9375616,11340.0,49999,29300,2008,94.55
9376816,7877.0,38431,24066,2008,101.12
9376816,7877.0,38431,24066,2008,95.14
9376945,9467.0,37900,23248,2007,91.86
9376945,9467.0,37900,23248,2007,89.44
9376945,9467.0,37900,23248,2007,98.25
9377195,7200.0,15994,11350,2009,91.09
9377195,7200.0,15994,11350,2009,77.77
9377195,7200.0,15994,11350,2009,82.17
9377200,7200.0,15994,11350,2009,89.43
9377200,7200.0,15994,11350,2009,87.76
9377200,7200.0,15994,11350,2009,86.04
9377418,25480.0,297958,156915,2010,305.26
9377420,29340.0,299991,159806,2011,244.29
9377420,29340.0,299991,159806,2011,178.19
9377652,9467.0,37847,23248,2007,112.13
9377652,9467.0,37847,23248,2007,110.45
9377652,9467.0,37847,23248,2007,115.66
9377664,9467.0,37824,23248,2007,128.12
9377664,9467.0,37824,23248,2007,83.78
9377779,13548.0,105009,58418,2007,159.94
9377779,13548.0,105009,58418,2007,157.84
9377779,13548.0,105009,58418,2007,149.69
9378369,16860.0,159021,85037,2009,165.06
9378369,16860.0,159021,85037,2009,168.51
9378541,29340.0,319430,162252,2008,236.42
9378618,13560.0,99997,59172,2008,127.44
9378618,13560.0,99997,59172,2008,147.08
9378618,13560.0,99997,59172,2008,118.81
9378620,11700.0,99997,59172,2008,150.85
9378620,11700.0,99997,59172,2008,166.93
9378632,13560.0,109996,59172,2009,162.49
9378723,6300.0,16670,11935,2008,61.23
9378723,6300.0,16670,11935,2008,60.34
9378723,6300.0,16670,11935,2008,57.5
9378735,6300.0,16611,11935,2008,63.88
9378735,6300.0,16611,11935,2008,70.95
9378735,6300.0,16611,11935,2008,62.34
9378864,16440.0,149944,78845,2008,244.28
9378864,16440.0,149944,78845,2008,153.33
9379208,16860.0,159021,85030,2009,181.15
9379208,16860.0,159021,85030,2009,220.51
9379210,16860.0,159021,85030,2009,159.45
9379301,12240.0,74471,41696,2008,137.18
9379301,12240.0,74471,41696,2008,114.84
9379325,13560.0,50922,30119,2008,144.43
9379325,13560.0,50922,30119,2008,156.73
9379519,8580.0,45726,27969,2006,106.92
9379612,13560.0,115878,61303,2009,177.7
9379612,13560.0,115878,61303,2009,207.21
9379624,13560.0,115760,61303,2009,202.5
9379624,13560.0,115760,61303,2009,159.63
9379698,25480.0,296481,156726,2009,345.8
9379961,12240.0,74269,41696,2008,127.23
9379961,12240.0,74269,41696,2008,139.28
9380049,8580.0,47333,26914,2009,84.47
9380051,8580.0,47409,26900,2009,95.49
9380063,8580.0,47408,26900,2009,91.84
9380075,8580.0,47402,26934,2009,91.02
9380075,8580.0,47402,26934,2009,89.68
9380075,8580.0,47402,26934,2009,87.38
9380350,9467.0,37879,23248,2007,104.88
9380350,9467.0,37879,23248,2007,97.15
9380350,9467.0,37879,23248,2007,110.69
9380386,8377.0,46968,29295,2008,102.2
9380386,8377.0,46968,29295,2008,147.73
9380386,8377.0,46968,29295,2008,133.05
9380398,8377.0,46923,29295,2008,112.88
9380398,8377.0,46923,29295,2008,102.3
9380398,8377.0,46923,29295,2008,107.43
9380477,11200.0,40597,26548,2007,97.76
9380477,11200.0,40597,26548,2007,106.51
9380477,11200.0,40597,26548,2007,99.39
9380489,8340.0,40549,26548,2007,98.92
9380489,8340.0,40549,26548,2007,111.61
9380489,8340.0,40549,26548,2007,107.66
9380570,9467.0,37923,23248,2008,110.22
9380570,9467.0,37923,23248,2008,122.56
9380570,9467.0,37923,23248,2008,109.19
9380582,9480.0,37889,23248,2008,102.47
9380582,9480.0,37889,23248,2008,134.45
9380582,9480.0,37889,23248,2008,119.69
9380594,9467.0,37889,23248,2008,90.3
9380594,9467.0,37889,23248,2008,79.49
9380594,9467.0,37889,23248,2008,116.85
9380673,12350.0,105392,55909,2008,181.53
9380673,12350.0,105392,55909,2008,151.77
9380673,12350.0,105392,55909,2008,145.11
9380738,16891.0,158765,81324,2008,157.78
9380738,16891.0,158765,81324,2008,165.46
9380738,16891.0,158765,81324,2008,133.06
9380740,18660.0,158819,81324,2008,141.46
9380740,18660.0,158819,81324,2008,149.08
9381732,14280.0,112521,62713,2008,171.49
9381732,14280.0,112521,62713,2008,156.24
9381744,14280.0,112511,62687,2008,166.09
9381744,14280.0,112511,62687,2008,177.83
9382073,9267.0,45997,28049,2008,102.83
9382073,9267.0,45997,28049,2008,88.06
9382750,13560.0,115873,61382,2009,184.7
9382750,13560.0,115873,61382,2009,182.03
9382750,13560.0,115873,61382,2009,146.12
9382762,13560.0,115748,61382,2009,161.35
9382762,13560.0,115748,61382,2009,169.46
9382762,13560.0,115748,61382,2009,139.99
9382798,8310.0,46564,27725,2008,100.57
9382798,8310.0,46564,27725,2008,100.13
9382798,8310.0,46564,27725,2008,102.73
9382956,12240.0,74296,41676,2009,168.03
9382956,12240.0,74296,41676,2009,144.7
9382968,12240.0,74251,41676,2009,147.04
9382968,12240.0,74251,41676,2009,129.83
9382968,12240.0,74251,41676,2009,132.41
9382970,12240.0,74200,41676,2009,148.97
9382982,12240.0,74329,41676,2009,175.35
9383443,8000.0,18818,12008,2008,111.46
9383443,8000.0,18818,12008,2008,183.68
9383869,13548.0,106850,58418,2008,177.34
9383869,13548.0,106850,58418,2008,126.99
9383869,13548.0,106850,58418,2008,145.48
9383895,9480.0,49999,30205,2007,128.5
9384069,13548.0,107023,58667,2009,156.91
9384069,13548.0,107023,58667,2009,217.68
9384069,13548.0,107023,58667,2009,156.06
9384100,7877.0,38402,24112,2008,159.14
9384100,7877.0,38402,24112,2008,120.13
9384112,7860.0,37481,23335,2008,113.25
9384112,7860.0,37481,23335,2008,115.79
9384112,7860.0,37481,23335,2008,129.32
9384215,29340.0,319423,162252,2008,229.97
9384227,29340.0,319464,162252,2008,226.31
9384590,34643.0,297974,156651,2009,309.9
9384590,34643.0,297974,156651,2009,258.65
9384605,25080.0,297936,156651,2009,286.1
9384605,25080.0,297936,156651,2009,222.98
9384992,12240.0,106045,57462,2007,152.82
9384992,12240.0,106045,57462,2007,168.34
9385178,7860.0,37481,23335,2008,99.34
9385178,7860.0,37481,23335,2008,96.06
9385178,7860.0,37481,23335,2008,101.79
9385192,18660.0,159995,81732,2008,179.37
9385192,18660.0,159995,81732,2008,224.61
9385831,9300.0,45951,28090,2010,113.57
9385831,9300.0,45951,28090,2010,96.25
9385843,27160.0,320014,167054,2011,209.51
9386536,15820.0,113021,62775,2009,163.58
9386536,15820.0,113021,62775,2009,155.56
9386536,15820.0,113021,62775,2009,167.39
9386940,30266.0,317664,160782,2008,260.68
9387255,14280.0,110448,59671,2008,117.11
9387255,14280.0,110448,59671,2008,143.33
9387267,27160.0,310391,160116,2008,276.82
9387267,27160.0,310391,160116,2008,214.86
9387279,9480.0,46606,29605,2008,117.44
9387279,9480.0,46606,29605,2008,100.53
9387281,12240.0,74995,42416,2008,151.86
9387281,12240.0,74995,42416,2008,119.22
9387580,9485.0,50633,29987,2007,134.38
9387970,12240.0,74995,42296,2008,142.24
9388003,9960.0,46606,29605,2008,110.87
9388003,9960.0,46606,29605,2008,115.12
9388003,9960.0,46606,29605,2008,131.7
9388015,9960.0,46846,29605,2008,93.64
9388015,9960.0,46846,29605,2008,110.34
9388027,9960.0,46549,29605,2008,116.96
9388027,9960.0,46549,29605,2008,88.89
9388027,9960.0,46549,29605,2008,108.89
9388364,13560.0,105746,57144,2008,150.13
9388364,13560.0,105746,57144,2008,172.41
9388376,13560.0,105777,57144,2008,171.67
9388376,13560.0,105777,57144,2008,166.33
9388479,3841.0,7915,5289,2007,54.66
9388479,3841.0,7915,5289,2007,59.2
9388479,3841.0,7915,5289,2007,63.0
9388728,13560.0,108940,62863,2007,187.83
9388766,13548.0,108912,62863,2008,151.65
9388792,13548.0,108929,62863,2009,134.08
9388924,13560.0,74889,42403,2009,109.51
9388936,13560.0,74859,42403,2009,128.58
9388936,13560.0,74859,42403,2009,122.14
9388948,13560.0,74841,42403,2008,116.36
9389019,31620.0,320513,159026,2008,279.11
9389071,13548.0,107157,58667,2009,174.67
9389071,13548.0,107157,58667,2009,135.63
9389071,13548.0,107157,58667,2009,138.74
9389083,13548.0,107009,58667,2009,149.95
9389083,13548.0,107009,58667,2009,164.94
9389083,13548.0,107009,58667,2009,163.22
9389095,13548.0,106741,58667,2009,171.37
9389095,13548.0,106741,58667,2009,275.61
9389095,13548.0,106741,58667,2009,152.98
9389100,13548.0,106969,59565,2009,174.17
9389100,13548.0,106969,59565,2009,144.27
9389100,13548.0,106969,59565,2009,144.92
9389277,15820.0,112085,62491,2009,169.54
9389277,15820.0,112085,62491,2009,162.71
9389277,15820.0,112085,62491,2009,209.28
9389564,12240.0,74999,42331,2008,125.11
9389564,12240.0,74999,42331,2008,138.21
9389679,15820.0,113005,62775,2008,196.66
9389679,15820.0,113005,62775,2008,197.06
9389758,27160.0,297183,152740,2009,249.28
9389837,13560.0,74999,42446,2009,126.22
9389849,13560.0,74999,42446,2009,123.45
9389849,13560.0,74999,42446,2009,159.3
9389851,13560.0,74999,42446,2009,107.11
9389863,13560.0,74999,42446,2009,113.4
9389863,13560.0,74999,42446,2009,118.43
9389863,13560.0,74999,42446,2009,102.94
9389899,29400.0,321300,162198,2010,281.93
9389899,29400.0,321300,162198,2010,248.98
9389966,13371.0,107574,60205,2009,150.6
9389966,13371.0,107574,60205,2009,160.83
9389966,13371.0,107574,60205,2009,130.71
9389978,13560.0,107600,60205,2010,160.27
9389978,13560.0,107600,60205,2010,134.86
9390020,15720.0,65125,36210,2009,133.15
9390032,15720.0,64917,36210,2010,120.36
9390032,15720.0,64917,36210,2010,129.41
9390161,13560.0,74811,42403,2008,146.92
9390161,13560.0,74811,42403,2008,124.69
9390173,15820.0,109999,62491,2009,146.71
9390173,15820.0,109999,62491,2009,157.79
9390173,15820.0,109999,62491,2009,162.9
9390587,13548.0,105585,57142,2008,134.84
9390587,13548.0,105585,57142,2008,134.88
9390587,13548.0,105585,57142,2008,192.77
9390599,13560.0,105599,57142,2009,153.04
9390599,13560.0,105599,57142,2009,135.11
9390628,16860.0,159021,85030,2009,200.97
9390628,16860.0,159021,85030,2009,153.02
9390692,12240.0,74327,41676,2008,142.0
9390769,11636.0,49999,29283,2008,96.35
9390769,11636.0,49999,29283,2008,80.02
9390769,11636.0,49999,29283,2008,87.47
9390927,12240.0,74999,42331,2009,124.58
9390927,12240.0,74999,42331,2009,126.86
9390939,12240.0,74998,42331,2009,126.87
9391476,15720.0,64834,36210,2010,137.6
9391476,15720.0,64834,36210,2010,169.63
9391476,15720.0,64834,36210,2010,150.4
9391490,9485.0,50344,29987,2008,104.64
9391490,9485.0,50344,29987,2008,94.86
9391505,8061.0,50344,29987,2008,125.7
9391945,8580.0,47302,27015,2009,158.89
9391945,8580.0,47302,27015,2009,154.21
9391945,8580.0,47302,27015,2009,125.19
9391957,8580.0,47329,27015,2010,122.93
9391957,8580.0,47329,27015,2010,179.91
9391957,8580.0,47329,27015,2010,139.6
9392315,9480.0,45920,28085,2008,121.81
9392315,9480.0,45920,28085,2008,150.54
9392389,9267.0,45996,28054,2009,95.61
9392468,11636.0,49999,29325,2009,98.72
9392468,11636.0,49999,29325,2009,85.33
9392470,11636.0,49999,29331,2009,93.14
9392470,11636.0,49999,29331,2009,110.94
9392470,11636.0,49999,29331,2009,84.96
9392482,11636.0,49999,29325,2009,93.29
9392482,11636.0,49999,29325,2009,87.87
9392482,11636.0,49999,29325,2009,107.5
9392808,8377.0,49999,29293,2009,34.4
9392808,8377.0,49999,29293,2009,99.95
9392808,8377.0,49999,29293,2009,86.89
9392822,1356.0,115146,59258,2008,103.61
9393072,5400.0,10303,6764,2009,121.25
9393084,12240.0,76586,43797,2008,139.68
